Title;DOI;Article Type?;Year;Courses:;keyword themes;Inclusive Teaching  included?;Word Count of Inclusive Teaching?;Attended Workshop?;article_num;Group Year;it_tokens_3w;dei_related
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;classroom iqute similar;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;support one another;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;judgement free manner;TRUE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;ice breaker activity;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;breaker activity called;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;activity called catch;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;faculty threw around;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;instructors can familiarize;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;inclusive learning environment;TRUE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;ensure class material;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;students can access;TRUE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;provide hard copies;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;also hold office;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;hold office hours;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;discussion boards available;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;everybody can benefit;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;discussions moreover based;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;class assessments see;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;class content receive;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;content receive extra;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;receive extra support;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;module ensures equity;TRUE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;ensuring students receive;TRUE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;small groups students;TRUE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;groups students answer;TRUE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;students answer questions;FALSE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;group student experiences;FALSE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;several factors including;FALSE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;factors including drug;FALSE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;including drug therapy;FALSE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;drug therapy protocol;FALSE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;therapy protocol assigned;FALSE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;protocol assigned previous;FALSE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;assigned previous experience;FALSE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;previous experience taking;FALSE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;experience taking regular;FALSE
Mock Drug Activity Enhances Student Learning About the Challenges of HIV/AIDS Therapy;Https://doi.org/10.24918/cs.2022.16;Lesson;2022;Microbiology;drug resistance, Retrovirus, Viral replication;Yes;174;NA;242;2019 - 2022;taking regular medication;FALSE
